127.0.0.1 - - [04/Mar/2024:11:37:25 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [04/Mar/2024:12:47:50 +0900] "GET /JspProject/ajax0304/readData2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:12:47:50 +0900] "GET /JspProject/ajax0304/readData2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:12:48:08 +0900] "GET /JspProject/ajax0304/readData2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:12:48:08 +0900] "GET /JspProject/ajax0304/readData2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:12:48:08 +0900] "GET /JspProject/ajax0304/readData2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:15:33 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 468
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:15:45 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:15:48 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:15:59 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 600
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:25:56 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 1341
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:03 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:26:37 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 1344
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:05 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 1342
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:05 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:43 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:27:45 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2024:14:40:54 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [04/Mar/2024:15:06:06 +0900] "GET /JspProject/ajax0304/readData3.html HTTP/1.1" 200 3135
0:0:0:0:0:0:0:1 - - [04/Mar/2024:15:06:08 +0900] "GET /JspProject/ajax0304/data3.xml HTTP/1.1" 200 340
0:0:0:0:0:0:0:1 - - [04/Mar/2024:15:06:09 +0900] "GET /JspProject/ajax0304/data3.json HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [04/Mar/2024:15:06:09 +0900] "GET /JspProject/ajax0304/multidata3.json HTTP/1.1" 200 226
